"HolderAddress","Balance","PendingBalanceUpdate"
"0x94e84e65b1d9da074dc6bc94052ba9d7b8635615","19.8590960367246","No"
"0xfd80fbd27d1ae5512222c4ef560d9a23f3a0e542","7.5438750962E-08","No"
"0x09fa38eba245bb68354b8950fa2fe71f02863393","2.1938117211E-07","No"
"0x1395de9daec52ad405e945603ea0a9346d00d01c","1.98557990747E-07","No"
"0x94e9a28df52409365e2299be4e11a0aefb0a436e","5.45297806266772","No"
"0x513e8aaa768ea2c30536204f92a10396e5199cac","0.345984156173831","No"
"0xbef716e7fbc844020925dc372879becd2f932bf9","3.56700771499935","No"
"0x0175c38d00a114bd29fbcaf832e7b1a21033644c","0.55125873080589","No"
"0x3d67b76cf3dcc881255eb2262e788be03b2f5b9f","1.78302000637592","No"
"0x8a2738252be6eeb8f1ed0a302c61e7a81b09f48c","0.297346989539194","No"
"0x3bd5e344ac629c9f232f921bafdeeec312deac9b","1.24162204755643","No"
"0x0e2353516eb6208aa84a552b9a1ee5f13edada57","2.81006809907E-07","No"
"0xf56036f6a5d9b9991c209dcbc9c40b2c1cd46540","1.06930676555562","No"
"0xd062abd54f36dc1eabf862bc494156c009142c5b","1.10202529457961","No"
"0x614dc4a3a9900c9c81981294bcd3c813eb1dd60f","4.7140037258011","No"
"0xa5a90914c28faf2cb1c0481b1d601bdfae005421","0.000979832950374349","No"
"0x3f03409918d8a54feacf3adc09a7af8e62a41400","0.00580893981160681","No"
"0xc2fe948d5b8ff66bd7c4c081e944cf86dbef892a","1","No"
"0xf7b10d603907658f690da534e9b7dbc4dab3e2d6","1.79167759558729","No"
"0xe32650e748e7e4aba16181d9882d15ba328d5a78","0.221649567465906","No"
"0xb10a17fa1bd936f1058d9eab01a742a7b60272d0","0.010271774914148","No"
"0x3935fd3f1b0ca70e29e55dcd530a4144e2e810b7","0.624386550155829","No"
"0x0a04fe911785d5c52b9cbae0cb47a71da5a402b1","11.0618993030143","No"
"0xe741f716049de5514e8304b1c666ee2b18f7027e","7.9485296341E-07","No"
"0x712bec7191c264109d385de8d36b2e746b31696a","24.7211382766218","No"
"0x1f0c5a9046f0db0e8b651cd9e8e23ba4efe4b86d","0.000789776889359844","No"
"0x7db6ff276cddf7bda746b5bc9ccb2abdbf32fb24","0.000513999999999999","No"
"0xdc34f2a567dfe0e7512108b24ecea2d92754751c","0.50242738279287","No"
"0x68ee80bd17a77afcce3153271a05b4d30ba14874","0.000372999999999998","No"
"0x44043c1e33c76b34c67d09a2fb964c0eefbae6b7","111.173650888063","No"
"0x40950267d12e979ad42974be5ac9a7e452f9505e","8.49374812536E-07","No"
"0x3597c57789289cd6d0621e82684a3d1a5a50bc8f","0.578483172946158","No"
"0x8b31803830fbaa4368f23f71364198e91b34311d","9.48207724162E-07","No"
"0x839e6b96482b79a015a410d2029493d5128263a6","0.100802","No"
"0x126543757aec1758efc113cbf0199456d9fa17b2","1.31687085037431","No"
"0xb57677fe25c35896560353467a9c78b97074755c","0.000937143952293447","No"
"0xe699e8334d901986d9ff6bc5ae4b44ae5122f1ee","577.912421881008","No"
"0x62ba33ccc4a404456e388456c332d871dae7ae9e","35.4467773448191","No"
"0xb3d9797d784587f4a076908cfea085572f454253","0.00162761462466769","No"
"0xe2255aea86b7b11ca757f9721478008c599d4014","16.6217361148671","No"
"0x58104229d0b4cb20641287e485660c18065b2b25","0.004234","No"
"0x3328f5f2cecaf00a2443082b657cedeaf70bfaef","25.4062595828653","No"
"0x2e0e54d6e16d59fa35cec201c46580c881e0768c","0.000280999999999994","No"
"0xb4795172afeec7612771763ba4521a9b91d78ea9","512.04579279325","No"
"0x00f051cb90271d686e2cb9b6e2962579b6d68033","74.2500955436762","No"
"0xbecab7f7cd7b2a198e5e1a784f511fec45206a59","0.00156732141082944","No"
"0xbbc4a8d076f4b1888fec42581b6fc58d242cf2d5","1975023304.55113","No"
"0xbf3f29b5ead458c66efaab1e2cbf31f622ad0ce7","231972.983400989","No"
"0xecdcb872944f242bd5320b50902096cc68bef43f","6.33864798482575","No"
"0x777fbe0469cbdc6b16945f34f88afe148325d52f","43.18759500021","No"
"0xccda2f3b7255fa09b963bec26720940209e27ecd","9.8170874011735","No"
"0xb3067e47d005f9a588162a710071d18098c93e04","482.685878947598","No"
"0x19da1ebbf20c632759dded680b52f98fe87809d8","13.301297893167","No"
"0x341c2ff863650009a52a2e79b214c43c73a9e2cd","4.56791366969318","No"
"0x3965e17f45979142bedad0bb266ced15313e2ae3","0.00939964737563292","No"
"0xf4ad6ed5f256a681f486255c54252c1ea2b91744","0.00575368744310594","No"
"0x89a8331349d8ec37a99702965e41c9e5dda3b150","9.99999999999E-07","No"
"0x5e713d7f403b7b8f54a80d3860650c9511a76c80","0.000496999999999999","No"
"0x28ead95628610b4ee91408cfe1c225c71ab6e7a8","0.000707222459522335","No"
"0xe2616b431eb9bf550f12c197778c2830ee89a368","0.702095678961736","No"
"0xf8883eee6f282e54174fd2fd1c91dc4d4dbd85be","0.002965","No"
"0x2e9c7a211dec8209762b0a2665ce387286479c56","100","No"
"0x8d12b8c3bef358d1901d891a74fa801aba2b79b0","2.50909578567816","No"
"0x1b94b658db7205f9d183c2236caf5b009fcf5c98","1.89289556189575","No"
"0x5853ed4f26a3fcea565b3fbc698bb19cdf6deb85","9.885725","No"
"0xa7c394611a3602468ee76533693fd5405b9938d1","0.0679825519651808","No"
"0x8fd05381267eef20d82536e93848e8a7801aacf8","26.7545572433675","No"
"0x43229759e12efbe3e2a0fb0510b15e516d046442","0.0475073778469356","No"
"0x998bb607ca09136c35a02db28547036307ebdd3f","4.622E-05","No"
"0x00000000003b3cc22af3ae1eac0440bcee416b40","0.00427654592587359","No"
"0xdbcbcb09376a7891ae1d9caa100cd805e930a810","6.00000065291092","No"
"0xdd4fc7e7deaa6f2ffe720a4b8d054cde32936004","13.692032345078","No"
"0x3598827daf8cd64983bb25e180f7dc7684f617d5","0.51266760140756","No"
"0x195b8b9598904b55e9770492bd697529492034a2","7.8195246842E-07","No"
"0x5bdd9af681c8320c4db11e3c5223bc54a11670f1","0.00373825179941739","No"
"0xd81e324582d4153154d2440e0615c2d5a64334f2","0.0198301087554716","No"
"0xb25e55e36cc998a546639365272f88fe2ce50753","0.965792004530923","No"
"0x7b25a78eae4c420dc3f5abcea8164800da736e35","57.192211","No"
"0xa706ed4676204e1b9b3aa005cf8ab5c92d30a830","4.24747039826E-07","No"
"0xfe87b406466fb3368aad2d9a2cd096d08f37897f","2.242076","No"
"0xb38715858d1087f5fba4579d674d7d73b448376c","187.936429915519","No"
"0xd275bdd4290538e1f834b00f03457889153084a4","4E-18","No"
"0x3812364136fe59a5db130666925be092050bd8ba","2.32936602465804","No"
"0xf75b292ea8cfc4c9cdab8a22b8cc7218c9cd4d41","11.8603457328701","No"
"0xf701881ad76dd18dc05cfc6c9cd94aa2885dbd03","2.26213936917934","No"
"0x24e219ebf46093dc5c5a748cb20b8c83e86bf09d","33.107964126449","No"
"0x66f049111958809841bbe4b81c034da2d953aa0c","2E-18","No"
"0x6361c82a61c3e519e9b51b3a823d2bce31fe1dd1","0.474433","No"
"0x5504c81dee353139e970a6302a0e26585ad94467","8.22285436556975","No"
"0xceeb8882166dbc4fcc8b5923454255003e5fd312","390.844066341225","No"
"0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","462.377226660167","No"
"0x6b2bc578c3fa1851bed87ffe11608395aa5afb65","0.00086221282104357","No"
"0xe961f6bb62ecc10dcb6be175762d9c3db697b9b1","0.00352292609900577","No"
"0xae74307f8627c11a3229b05e6c84679b149cb83b","5327","No"
"0xc89f118fad994a11229acb6a531bfccfbb62c35f","0.00208461981597842","No"
"0x0bf90b3b5cad7dfcf70de198c498b61b3ba35cff","50","No"
"0xbf5526fcce86b925891047efd3a7021e14d4a539","50","No"
"0x44042079e15b2bed922f4ffe10024e2b726c5b6c","76.4158028368475","No"
"0xc9e8de00d65c30e979764ec7463e650599ec704f","18839.4262840662","No"
"0x000000000035b5e5ad9019092c665357240f594e","4.6E-17","No"
"0x5db0ebf9feeecfd0ee82a4f27078dbce7b4cd1dc","35","No"
"0x29ddf8bc8d23a157771eee17f455e84d983a4635","35","No"
"0x6781937efee08a4c9374d83ac272493e43ae4e3f","7.38362075434652","No"
"0xb093db8e1473840537a6f8371d323eefde47b8b7","2.97041155134203","No"
"0x625b6dfa126397ae0e402ae9991c9ef2bd8f9718","3.8109929366738E-05","No"
"0x2460cb30a1245d389d56b130a1d35871399adbcf","0.283489","No"
"0xb03f5438f9a243de5c3b830b7841ec315034cd5f","10.4832767960448","No"
"0x7dc5f2321834918c11717e863a463c9e5794d63c","0.00285008901774236","No"
"0x459ab3e02df62cdeecc8cdf5e22cae74bae601ef","130.350809547112","No"
"0xcfcdcde4d1c654ed980b4b3f6ff782194b3aa666","5.6517564368177E-05","No"
"0x260d02e0dac4711c1e796cfa0324b227ea06eda6","1.26201350971433","No"
"0xd510cc56e83f5070ac0acb500aa4ed7cc52dd9d7","0.00177427836549557","No"
"0x2bb8ab3c2a9837de97a83c228a07e16928b4f07f","265.645376501245","No"
"0xcd5210cb73a99a2d3f62f043016c94280f338af6","0.00656679305349433","No"
"0x0d4aea0f52513c5f18299b0721cdb31565cb673f","41.660001","No"
"0xfd2dee654611e89d36e64073cf759f3d4648121f","1","No"
"0x6cc16e1cdc7b4b805a59bb0e24643487540950bf","0.00164","No"
"0x920eb8ca79f07eb3bfc39c324c8113948ed3104c","0.00032440693273777","No"
"0x9be8e4e9d4a68bbdaa8decae9f728ed50599be7c","73.1014215443309","No"
"0xf4f1a76bedce674c34fc4d64205c34679437f873","0.001526","No"
"0x2d51d9c3c31d4e13d3556d0ca99641c4d10471f8","9.99999999998E-07","No"
"0x87111721f9aebc05eb2a5f083569bb7fd14b402f","12.3819750916133","No"
"0x9a2aafccb1553ea1189ac09bd224a2234fd10c59","7.8157870947E-07","No"
"0x0ea0ccf75e9ab5c988d08c6923fbec5332e5eb88","0.000724429510825981","No"
"0x51d1344f2de8e97f1788c6f163193fb5ce33b047","0.00981356016269612","No"
"0x5c5abb7047b27c70abec5a840f3d0c4c7759ce8f","0.0731263762385281","No"
"0xe704c0d9550d4ec3ed228be4ab18bf3f0f79a853","9.9862512628532E-05","No"
"0x7100bd23913cbbfcfb655ec476f16a027d4e9d5d","0.00442867662368954","No"
"0x481c95c566151b966d983b36b82204327b478ce5","0.0811373926361162","No"
"0x0455ea966197a69eccf5fc354b6a7896e0fe38f0","9.4827622531046E-05","No"
"0x597da53a39ea634be355e6028136b5e5f28c25d9","110.060109878996","No"
"0xfa892640934a67c43975c2de4783e10626313ace","7.73966185799643","No"
"0xa30a1ecbe0234f6c11c28ae5b39a88ff6ebcc4a7","0.256923289199968","No"
"0xa6a0e32744459dc0e54e2abf87390e3bf8bde674","0.0298826552462184","No"
"0xd6ac53cd482703003ba140cf1b7da5d5347528de","563.713408725067","No"
"0xe5350e927b904fdb4d2af55c566e269bb3df1941","4.38419213609248","No"
"0x6df93f2b3bc2d2a0bc90d37946d4d0e6f21ea769","8.70418569997E-07","No"
"0xf7ce4cbc824572a03cf2183574982c3356656a76","0.889327708460154","No"
"0x6849536eedb202f00c053652178e4b8dc1c5c1be","0.00225502085146256","No"
"0x6662034d015eed5993eafb7c291b7ef5eab5e8b2","0.00213","No"
"0x59db4a8b8c332c287f714257716776c3fdddfd78","0.0088681369012614","No"
"0xf73bf6910259a6f61a64d114d9612f731d915d98","0.0569049337057545","No"
"0xf8431bf53ed1df3ffc4cdb4d293105d9ce3cdfd1","6.03263671343107","No"
"0x94cf4a1568d59425183ca9c5613ef8620ca59286","0.00673535465162976","No"
"0xc0c164fc9af0c9cc61f58a4f0b3f23c8e7f45d77","0.00167235924270484","No"
"0xc0afb2f08a6ffe6c0209514d04c1841b1080979a","0.00251772909946385","No"
"0x40da597ba1561b82b82e19ff7939e7a99c36466f","0.00733156055207713","No"
"0x86ad6d735c1abbd3a3ff5851ec8f02d304f51cb5","0.00852189465225746","No"
"0xbdeaf7d15c6d7a7a528f1870afcd3c57b101abf5","0.000529149290528447","No"
"0xdda924de50465e7c127643be26d3194a8fbb90e4","0.000715191014957126","No"
"0xf7c49c4ec4c6e7aba4de26872194356beb8fe780","0.0764229149423461","No"
"0xed25cd8e71f9b0f847484eb7eb0d9372b19df35f","0.00289093982146311","No"
"0x37a71ee4168c6dcb88034d6a98dde4efc80f0308","55.2296567539535","No"
"0xacb812aec04c5a76cccaf4f146d1c067409bb09e","0.00760621924972781","No"
"0xf1ea985ec4f1cd159ef92689b526026e7e0037e1","0.0731030174783302","No"
"0x68efb1347261c91501109df4d0b4c65be3e0013b","0.00987575277251314","No"
"0x255a8870828617ddee62d607fe378a68188075ca","0.00359830625614177","No"
"0x263fe18c670bc29d9e5ebe998065e08a9cb12378","15.734642719743","No"
"0xfacaee8fa4585bfeba2d8c014549bc0f49ab1e5e","0.00256666582055216","No"
"0xb86480be80064e9adda8410eb5538bbc23aab7c8","0.0463746367548932","No"
"0x1d6e8bac6ea3730825bde4b005ed7b2b39a2932d","1E-18","No"
"0x63c87453ad6ac61754092780713d96bc57d16288","0.00259393243801322","No"
"0xcdb43a5f2a67f67f562c1e6c4ecd7306f0f4fad1","0.0853974450841555","No"
"0x74c1610d31049e010fb74c68e3d69e9d55a26654","0.000226427094577838","No"
"0x426a8cd87de6406a01519f2588aa3643cf228fc7","0.0866639783657426","No"
"0xe18e779ae480092698c390e849c3ff48088047a1","0.0850555407829531","No"
"0x901e4b9392e37ca534ae66e851d4a17b8b067c81","4.14875989754E-07","No"
"0xe6b8bf38ab08e7b8acee241aad608f9650ece21e","7.2575329660094E-05","No"
"0xd29de8baf3d02954bd10ad10473db69400c0f4c1","0.00433315075531829","No"
"0xd56c4b4f242c36b3bb88e4589294625058f38df3","0.600223807407489","No"
"0x083093ead80cbbab36cfd4b09be0e780a02a5193","9.64980226677E-07","No"
"0x0f4f465ba25368ba69d5212b9883823b0b8b3d38","4497.67148101204","No"
"0x7c3d0402278366a3e1ed3f2b997005b7ca0e1ebe","2.19008095098E-07","No"
"0xec70538beac744eec5edec4b329205a4b29ba8ae","10.4839773396211","No"
"0x3c4fbb934bde7b9c86372e3565680fd10cc4ffe9","0.0734041730592437","No"
"0x5838896e6a8066230d122a0a40b36a2826c99305","0.0059744637009656","No"
"0x9153f3a8b21fd0b68de620b2484c605cc0d22347","0.00832356915669506","No"
"0x411af343dfe4758e93d8aa5698416fde3b7ca935","0.00967996970234814","No"
"0x95d6cdf63a145489b9b621853f49c607bada66f3","330","No"
"0x1b36e850c9a1e168d4846db4a3592dead99c507b","0.0682167952907096","No"
"0x40a6dfb440e645902b49c6caeb8e48f156d9cbe3","1.437745974E-09","No"
"0x2d9bff52e37d01cd35be035577db4bb22e279491","0.00643216","No"
"0xf39b5158eb8f1300ffb743b96a6b298c56335330","0.000605886774212211","No"
"0xd589078704c565b25464381628f5bc997bb57be1","0.00149979836955198","No"
"0xbeaddc725f466cb8100fe18e0cde4bec4f4538b9","200","No"
"0x2bf758aafdcdc025062bd50cddf510156e366e60","94.1222358660938","No"
"0xdf51a1e4808d1442d761813dc4d4d2ba05a9fd09","0.400338","No"
"0x3d8cca6a93baa1c6b3d78d8d6d0042f06ef463ec","334.790576506108","No"
"0x2a253001c9373da68ace9b4e6ad7a9131a9359aa","0.00179925013178185","No"
"0x5bf4fccf6ef63bba3029ff7462368b58f3a0fac9","0.008073","No"
"0xdbca0adafa0761994421da71c2b93b69f9994534","221.509607652607","No"
"0x397eadff98b18a0e8c1c1866b9e83ae887bac1f1","0.00206789882263982","No"
"0xee0be875d97985e00f8d16671fe442c973e611c4","0.0733417182942636","No"
"0xc82618e68a1169d3704738d9eb78f34b4a96f296","0.0725734620985883","No"
"0x2928decf4925aeb555bf36920ed94d7fb2cb1f65","0.00876050344782856","No"
"0x46025a74454d980589ed1eb444af3156eeaca892","9.883418092205E-06","No"
"0xc5af2705ecdecc733d000ea3f5ec8fc9b625e4cf","0.0767206461925401","No"
"0x7fa549010981ea1dfb8a40e7baf6328dd87c775e","5.9370752485913E-05","No"
"0xb14d56ce29dade0316ea5df06d491636a7c4f3c8","0.0688862898393238","No"
"0x61572ca1c6d53011e9b5318aa26dd285c7df6997","0.973557291180532","No"
"0x54a9583456d36078d894493396e9a9e028262b9a","0.00104291988703903","No"
"0x4ed3f64e235f9a2c10b7d5f05b56d97dfa77d6d1","0.0626005478822149","No"
"0x0000008530d9505a4bea45f92f835d3e3d96b98e","0.00443023330684249","No"
"0x0025befed0d57a11db1dc26a80e651bb38c97027","0.00400575614420108","No"
"0x38f92b7414e010dcfa996964426cf1e5e9252234","0.0177552555410357","No"
"0x085f29857f26dfd4d4b3560b7f2ff2e79871d83d","0.0736150820282894","No"
"0xe939829dbedc05cbb35ec32f779e73797ca8f99a","0.00986013083111719","No"
"0x76767d8cb80dac55d9451dbac522ecaa7bd6162c","0.2022","No"
"0x804c4ac4fdc73767b54f8e69eb447d64516f912f","0.00727357343820751","No"
"0xd13c38e2745f5852a62e7cf5a8ca8af4dc364659","9.99999999998E-07","No"
"0x8fd3a93633dca8763eae1f0e50b8961101dc07e5","0.0964986109178329","No"
"0x8f2200b7797500ec3afa8326a2caaba4d6adef6c","9.99999999999E-07","No"
"0x1a2824cb33ba825dce4bba0bd665f79bab054604","0.00378324687413999","No"
"0x254522e82f433ca43cd9e59dc86ddce54c770d8d","0.0576461333852986","No"
"0x777001710667728f1b696f67b16f8ebd43a72cd0","6.04449552964959","No"
"0x8ef63b525fcef7f8662d98f77f5c9a86ae7dfe09","0.000383989704502098","No"
"0xd5203cb8ab0b4cc1296f9bdfdd548b3cc8749c7c","479517.722125221","No"
"0x07930bae20f985f285db83354190775446b4e094","0.000773195094138668","No"
"0x6977e753e022f65ebeb170d8267b2ea54a431523","0.00601190520656408","No"
"0x00b591bc2b682a0b30dd72bac9406bfa13e5d3cd","0.006935","No"
"0x4f55fd3b7ec169a364e34eb7f523ca5ceb12c888","12","No"
"0xce91783d36925bcc121d0c63376a248a2851982a","1.75185012148E-07","No"
"0x397fbd1e27352175cc5b6baf171a30911268823c","72.3355515830869","No"
"0xe94cea85eb9557ad1524c0801c83381bab9f3822","0.00906714835344442","No"
"0x6580b4a8af96532eee64fc7079ca9dcd3dd1b815","4.54971473392578","No"
"0xfdd3636caeb29b76fcb9472a93b73d36c7c3f5bf","0.00554253620545816","No"
"0x4dacd010e15e220bc6c5c3210d166505d2b6c63a","0.00636740775669912","No"
"0xbd2274e8640764a57595c7adf2f91e4eafda60e6","19.7707412743334","No"
"0xed3dcc7ffd15adfcfa101347173960c6794e7c35","0.00560348846979084","No"
"0xe17b0e1b433fa922d2db81c054c40a207b0f9bcf","260.976168770126","No"
"0xb0ca67f625630b7cfe20b6797d59b47e25441d8f","0.000955850575761395","No"
"0x24fc7a0751bbf53c239cc1d21d2951a5b21f733d","9.7999999999998E-05","No"
"0x125769ab2733f40779920ce6bc666c46600448e5","0.154309766653299","No"
"0x18c0ca3947e255881f94de50b3a906fc2759f7fe","2.52300236E-09","No"
"0x05d1113ca2fab0130d13e9d65ae2949395201dac","1E-18","No"
"0x00000000b2ff98680adaf8a3e382176bbfc34c8f","1.44843196E-09","No"
"0x679dd4fe22c28ad4b4e4e8d8fb67a683a04114b9","0.00281784163001381","No"
"0x0c1f01df7f044bde6127b0bc3918740f81f3e5f4","3.46137452977E-07","No"
"0x2f5e08ef5a99a98336519e54f58d503f550bd9ac","0.00461242121483265","No"
"0x24a70bde9ede00c6f3f721600ff6b70b7e7dabdb","9.1714320183724E-05","No"
"0x5b33443efbd5d2bc5149f7ca81922f4ed5d6397b","26.8369694955405","No"
"0x547b36b9710b5fdbcd89abf983c2b944bfc6c073","0.001167","No"
"0x2740ddb3509532f23044a127a1d0995fb9f8fd58","1","No"
"0x280b7f97d9b023288e4c3ae1563ce6830febd4bf","0.704315896096774","No"
"0xf5ad607e8c16c41e3b15b2b32d1ed115d914b1ab","0.00485524070554357","No"
"0xf2ba9e4872f03a72a94f8c32e87fc0f2981e19a8","0.00089979544706754","No"
"0x81cde31cdae06c3aaefcac04e1e6640164dec5cb","0.075605520404983","No"
"0xc4f9e3102bdfc79a65b52d9d1e9188a2f15d3213","0.00326964021211564","No"
"0x90c704a09d29d783c33dd0c0767c10e28b63de62","0.00851995965239555","No"
"0x1a6bfa74b28234a54cf64fbd7631df581d649fea","0.891732704428182","No"
"0xef764bac8a438e7e498c2e5fccf0f174c3e3f8db","2.65646947420014","No"
"0x855cf1ef31ce74be71cb4e22004d889db712f1e5","18.3301465903024","No"
"0x36cd3a020a4fb3ea6d5499878ac5000eeb4235d2","0.264745","No"
"0x210a3428d10bf9a68f339006141803f3513e976a","6.45960862408E-07","No"
"0x876598e3faf44c4bb7186b779171639306dee2b2","81.6857151027081","No"
