,blocknumber,MIM,USDC,direction,MIM_to_USDC
100,12835177,11584.419104314997,11588.065288,1,0.9996853500912892
101,12835272,38.851285115760746,38.881989,1,0.9992103314406253
102,12835459,5927.818579362194,5933.951397,1,0.9989664867088554
103,12836247,6872.191349018158,6872.159145,-1,1.0000046861572147
104,12836366,4614.891639809093,4612.703414,-1,1.0004743911785987
105,12836585,6932.995199844871,6926.4381379999995,-1,1.0009466715379869
106,12836783,6381.914845139048,6372.411201999999,-1,1.0014913731769328
107,12836913,17995.61260503532,17950.934578,-1,1.002488896989802
108,12837108,40023.38825648989,40000.0,1,1.0005847064122473
109,12837360,9224.218801646683,9221.212112,-1,1.0003260623018064
110,12837361,40295.466907110465,40200.940941,-1,1.002351337155247
111,12837875,13392.914399479818,13360.182712,1,1.0024499431022316
112,12838061,11122.001160846861,11105.933954999999,1,1.0014467226180135
113,12838072,26176.10602966748,26096.12718,-1,1.003064778505861
114,12838530,4945.505893921893,4931.054064,1,1.002930779045276
115,12838745,10648.803373037985,10624.448395,1,1.0022923522363238
116,12839024,9375.781487401639,9361.99214,1,1.0014729073893067
117,12839783,8250.617181094254,8230.62589,-1,1.0024288907504038
118,12840200,7636.119371618927,7612.677637999999,-1,1.0030793020187687
119,12840624,8575.778181490052,8543.796763999999,-1,1.0037432324730393
120,12840991,8092.012619996653,8056.3546129999995,-1,1.0044260721765046
121,12841643,5064.695961150622,5039.4140259999995,-1,1.0050168402556694
122,12842594,7233.106556680851,7204.952077999999,1,1.0039076566195104
123,12842958,8713.315665075947,8685.362041,1,1.0032184754007938
124,12843247,8882.716517617539,8860.582335,1,1.002498050554771
125,12843615,7337.930370752219,7312.79,-1,1.0034378630799214
126,12843657,1315.0000660000003,1310.032044,-1,1.00379229044263
127,12843665,7409.444081306295,7378.824427,-1,1.0041496656559892
128,12843877,5198.789532261187,5174.643161,-1,1.0046662872221164
129,12845225,4922.283656990142,4904.269822,1,1.0036730921511157
130,12845334,16375.564328458766,16329.827083,1,1.002800840769856
131,12845535,7872.604330567297,7845.491258,-1,1.0034558795205655
132,12846030,5855.91328357065,5841.105625,1,1.0025350780351021
133,12846297,5807.731089872298,5795.805209,1,1.0020576745494791
134,12847165,5207.107408020579,5191.347645,-1,1.0030357749274907
135,12847470,14268.813530073297,14245.138272999999,1,1.0016619885760023
136,12847495,9067.93344850082,9061.523556,1,1.0007073746993216
137,12847547,19766.18540776917,19775.51308,1,0.9995283221126504
138,12847704,6761.548537432811,6772.08281,1,0.9984444560318085
139,12848194,1684.9323806557024,1688.1407829999998,1,0.998099446221188
140,12849236,5699.099212963984,5703.306563,-1,0.9992622963557122
141,12849237,40117.775713081544,40072.293633,-1,1.0011350006689932
142,12850264,10007.282583772281,9975.489126,-1,1.0031871577795033
143,12850976,5368.374758880139,5347.962092,-1,1.00381690567902
144,12851192,14271.659965177556,14204.886450999998,-1,1.0047007425513674
145,12853163,13969.459150294637,13917.823247999999,1,1.0037100559027474
146,12853241,13100.207569858572,13040.213203,-1,1.0046007197830762
147,12853432,167.0,166.282537,1,1.0043147224774422
148,12853558,1276.590568582158,1267.325001,-1,1.0073111219102022
149,12855041,7417.619489737051,7385.954997999999,1,1.0042871222131229
150,12855243,5924.014022943462,5904.070329,1,1.0033779567031071
151,12856089,7268.932801459627,7236.8260629999995,-1,1.0044365773310182
152,12856172,5811.378788866304,5782.116903,-1,1.005060756528655
153,12861249,104.25893410650765,103.725814,1,1.0051397052088467
154,12861844,4131.872893043986,4114.880817,1,1.0041294211909577
155,12861978,3674.9259177179047,3661.357646,1,1.0037058034286075
156,12862402,7174.199812545508,7139.488988,-1,1.0048618079814746
157,12862830,8618.004556318972,8585.407217,1,1.0037968308893288
158,12862948,10529.520611750146,10497.91848,1,1.0030103235998977
159,12863020,8491.410042010884,8472.497177,1,1.0022322657199847
160,12863140,1592.4433079078767,1587.7552819999999,-1,1.0029526123836738
161,12863736,6817.82756688787,6795.423218999999,-1,1.0032969760919714
162,12863869,8870.605768251377,8851.047109,1,1.0022097565418548
163,12864602,1791.6348852067567,1788.463155,1,1.0017734389427535
164,12864628,7466.195702380136,7443.802957999999,-1,1.0030082398078621
165,12865864,6302.76582443924,6280.331838,-1,1.003572102082807
166,12866188,7669.295953825453,7637.648985999999,-1,1.004143548346286
167,12866686,4344.932177820378,4324.899275,-1,1.0046319929197376
168,12866728,4454.173966948204,4431.843358,-1,1.005038672882672
169,12867212,8042.432736530611,8011.459575,1,1.003866107198152
170,12867618,9592.356583344677,9562.5,1,1.0031222570817964
171,12869714,7682.6232506152455,7664.10682,1,1.0024159932853396
172,12871010,11138.613263317495,11099.094734999999,-1,1.0035605181558527
173,12871504,11171.210851105652,11121.485046,-1,1.0044711479537112
174,12872419,6365.789967222245,6342.564514,1,1.0036618394926815
175,12872948,13131.302917357223,13093.75,1,1.002868003234919
176,12873130,9190.538416384406,9156.564311,-1,1.0037103551321747
177,12873339,7772.261027538959,7738.1927559999995,-1,1.0044026134542259
178,12873569,5979.029358477054,5948.9763809999995,-1,1.0050517896781435
179,12874080,8660.47194757146,8626.742246,1,1.0039099002392355
180,12874380,6814.490515566458,6782.093245,-1,1.004776883684155
181,12874802,6934.992349020863,6908.964024,1,1.0037673267555667
182,12875070,8812.959461725171,8785.483658,1,1.0031274093487332
183,12875409,8813.00579387757,8776.74806,-1,1.004131112529345
184,12876334,10772.951847325954,10740.226913999999,1,1.0030469499004064
185,12877035,8525.44373479693,8506.239362999999,1,1.002257680624468
186,12878853,14759.717039544248,14708.007098,-1,1.003515768057474
187,12879628,6975.767090795894,6956.074898999999,1,1.0028309344108306
188,12879740,13335.510170161258,13308.899376,1,1.001999473691209
189,12880853,5058.567298211927,5045.131394999999,-1,1.0026631423762804
190,12880904,5394.89213,5378.267183,-1,1.0030911344554525
191,12881294,6255.549020303855,6233.307089,-1,1.0035682392967782
192,12881550,8165.112032309037,8131.302549999999,-1,1.0041579417444058
193,12883534,7827.257890824569,7789.790201999999,-1,1.0048098456894192
194,12885634,9211.512395110083,9177.110759,1,1.0037486347297646
195,12886033,5748.891887945403,5722.507017999999,-1,1.0046107186697038
196,12886056,4258.389329389102,4236.7461809999995,-1,1.0051084363954024
197,12886919,1000.0000000000001,995.4876509999999,1,1.0045328025872218
198,12894612,21725.105851371303,21655.365669,1,1.003220457388588
199,12894612,7853.610447831819,7824.982974,-1,1.0036584710697698
200,12895174,6787.74504036395,6758.973596999999,-1,1.004256777001869
201,12895514,7266.428270194531,7231.507275999999,-1,1.004829006300032
202,12897652,461.98038893992003,459.475415,-1,1.0054518127807122
203,12904476,50.23142770128513,50.0,1,1.0046285540257025
204,12949596,476.7292699568418,473.969543,-1,1.0058225829013696
205,12952169,335.9321,332.479735,-1,1.010383685489884
206,12996878,95.04838296609681,93.675388,1,1.0146569445337852
207,12996957,95.04838296609681,93.581841,-1,1.0156712237163277
208,13001616,539.1166868088063,535.0,1,1.0076947416987034
209,13024124,262.23502179257895,261.0,1,1.0047318842627546
210,13032381,385.64609514463933,383.42533299999997,-1,1.0057919024996695
211,13053710,886.0566956522379,882.030231,1,1.0045649961993626
212,13055974,203.8948289728437,202.82625099999998,-1,1.0052684401924075
213,13063404,0.1626519996678774,0.16194699999999998,1,1.004353274020991
214,13084878,853.7607230000001,848.8914149999999,-1,1.0057360787421794
215,13103126,626.8415186621626,623.827959,1,1.0048307544070216
216,13111863,813.6762936861174,808.088537,-1,1.0069147827623712
217,13112498,662.3711894337628,658.288514,1,1.0062019545335146
218,13122817,300.0,298.26256,-1,1.005825203136458
219,13127548,118.10225804362007,117.52637999999999,1,1.0048999896331368
220,13130115,703.1757958842156,700.0,1,1.0045368512631652
221,13132842,195.1200796983505,194.088056,-1,1.0053172962809753
222,13134854,227.17540614709384,225.93186,-1,1.0055040760833547
223,13134932,200.00000000000003,199.101894,1,1.0045107858190443
224,13144686,330.0,328.59477,1,1.0042764831588769
225,13144942,200.00000000000003,199.328612,1,1.0033682470030947
226,13145029,94.12223586609386,94.234265,1,0.9988111634986898
227,13145437,464.1521690000001,462.41828,-1,1.0037496117151772
228,13147417,761.5649091561517,757.306889,-1,1.0056225820971658
229,13148206,1214.012966583118,1209.20842,1,1.0039732989810954
230,13156953,1000.0000000000001,995.2348489999999,-1,1.0047879663827972
231,13162701,555.6007731950942,553.101618,1,1.0045184376862448
232,13173926,849.3085255120269,844.533966,-1,1.0056534842934037
233,13179260,350.0,346.353031,-1,1.0105296292325503
234,13201000,1161.4578957887936,1154.390866,1,1.006121869114645
235,13212473,545.0639020000001,542.0544709999999,-1,1.0055518977538334
236,13222077,385.41741624848515,383.646098,1,1.00461706311551
237,13230699,172.41227786580953,171.662037,1,1.0043704530070883
238,13230770,172.41227786580953,171.490423,-1,1.0053755472153074
239,13230867,0.1,0.099558,1,1.0044396231342536
240,13236912,182.08827991097098,181.29673599999998,1,1.004366013026131
241,13237505,15.000000000000002,14.936091999999999,1,1.004278763146344
242,13238065,450.00000000000006,447.549082,-1,1.0054763110875962
243,13240968,892.9184762020693,889.650773,1,1.0036730178866144
244,13242449,90.01700000000001,90.480077,1,0.994882000376724
245,13243293,465.380236,464.399933,-1,1.0021109025439934
246,13246363,90.01700000000001,89.546263,-1,1.0052569139596592
247,13249280,250.93648208221742,249.89721799999998,1,1.0041587661140647
248,13251215,1367.2886690000003,1358.718635,-1,1.0063074383314101
249,13254342,172.77133547000724,171.030003,1,1.0101814444218145
250,13254373,139.68262619078968,138.24729,-1,1.0103823821124427
251,13264080,56.161650018736815,55.321844999999996,-1,1.0151803508855646
252,13266215,712.5965616276753,710.0,1,1.0036571290530638
253,13267636,137.0935715189724,137.667341,-1,0.9958322033616702
254,13273344,364.284431230649,368.219918,1,0.9893121295808038
255,13273726,763.152903,764.977713,-1,0.9976145579551022
256,13274569,100.52688818032544,100.0,1,1.0052688818032545
257,13277305,414.43468342248764,414.160918,1,1.000661012207066
258,13279457,849.555596,842.958679,-1,1.007825907917368
259,13286632,309.42540569530036,304.659333,1,1.015643941212529
260,13287319,2.973978725468439,2.950341,1,1.008011862177436
261,13288783,300.0,295.194174,-1,1.0162802196766934
262,13293543,308.6921682941652,304.116246,1,1.0150466223174581
263,13294356,4340.160473050854,4333.401243,1,1.0015597978751154
264,13295092,3283.3672761732305,3279.602426,-1,1.0011479593207346
265,13295206,1865.3243984975913,1850.2401539999998,-1,1.0081525873627708
266,13295305,3925.208272341766,3908.034229,1,1.0043945478302938
267,13296014,446.93459224783663,447.692369,1,0.9983073717475776
268,13296867,5070.0000002772895,5041.018470999999,-1,1.0057491416554045
269,13297211,2275.823850869472,2256.467979,1,1.008577951049875
270,13298505,1939.4183516683602,1933.9133709999999,1,1.0028465497735888
271,13299111,949.4420794434263,950.621058,1,0.9987597807279233
272,13299124,2842.59454319712,2862.128993,1,0.9931748534567604
273,13300013,3767.1197005201566,3784.0597239999997,-1,0.9955233202656917
274,13300399,308.3659760048578,308.48198099999996,1,0.9996239488777721
275,13300530,1274.395476639922,1277.849595,1,0.9972969288611169
276,13300659,363.15606583449096,365.019905,1,0.9948938697863366
277,13300801,1786.055569161295,1789.675665,-1,0.997977233579524
278,13300940,5823.103186512717,5772.837313,-1,1.0087073081722782
279,13301301,6910.390720428501,6868.10741,1,1.0061564719222265
280,13301471,2084.969600932936,2084.009553,-1,1.000460673479905
281,13302194,4038.920979257432,4052.776007,1,0.9965813487548689
282,13302264,3592.40957826392,3603.502176,-1,0.9969217174864057
283,13302524,1399.1926910000002,1393.444741,-1,1.0041249931417267
284,13303355,2758.13374155027,2754.859567,1,1.0011885086955032
285,13304303,1443.0,1450.11725,1,0.9950919485993288
286,13304528,2879.139925539672,2884.3528699999997,-1,0.9981926814452741
287,13304783,737.0249540219689,736.770345,1,1.0003455744706566
288,13304789,447.2158542492837,447.840865,1,0.9986043909800052
289,13305856,6900.000000000001,6840.831619,-1,1.0086492965030252
290,13305910,4584.01136966698,4534.709567,1,1.0108720970855023
291,13306220,295.2488241720987,294.065998,1,1.0040223153310595
292,13306692,278.0042866283843,277.066854,1,1.003383416727229
293,13306756,2468.734325481075,2470.146455,1,0.9994283215409893
294,13306949,1275.9837371974693,1283.7736579999998,1,0.993932013829707
295,13309012,4751.415054587486,4751.668353,-1,0.9999466927416444
296,13312194,5859.186462890346,5875.234911,1,0.9972684584782122
297,13312554,10808.579775666785,10751.992805,-1,1.0052629286210526
298,13312557,2861.8328245298826,2817.424189,1,1.0157621403632673
299,13312928,799.9039112987483,789.0740079999999,-1,1.0137248257944753
300,13314249,2840.663467468507,2813.406196,1,1.0096883526833986
301,13315421,1000.6166434254984,996.338027,1,1.0042943421906534
302,13316974,2310.247235155514,2310.7253109999997,1,0.9997931057221687
303,13317307,4928.725240178085,4907.373646,-1,1.0043509208220753
304,13317683,3261.275171651776,3242.9190799999997,1,1.0056603606809011
305,13318028,1603.346374842892,1605.0531549999998,1,0.9989366207892922
306,13318533,690.5340166601341,691.506166,-1,0.9985941566573595
307,13318851,2263.075096323739,2256.639398,-1,1.0028518948705067
308,13319922,3046.1561727279004,3043.9797519999997,1,1.0007149918544862
309,13320569,99.6160047991185,100.0,1,0.996160047991185
310,13320866,1200.0000005338823,1201.474271,-1,0.9987729487832555
311,13322015,1634.5795000180074,1629.8464179999999,-1,1.0029040049207922
312,13322017,5054.999392761945,5070.7948369999995,1,0.9968850161077708
313,13322039,9882.926067773305,9837.208094,-1,1.0046474541695616
314,13322049,7465.085777812585,7412.299088,1,1.0071215002505827
315,13322543,3481.809064307916,3472.997809,-1,1.0025370748248335
316,13323354,5092.091033335496,5096.149512999999,1,0.9992036184075545
317,13323558,495.58307087088923,500.022987,1,0.991120575964419
318,13324429,2634.6141736890645,2647.202503,-1,0.9952446670412749
319,13324697,2555.0000000000005,2547.940635,-1,1.002770615964528
320,13325235,639.4656827312048,635.058172,-1,1.006940325981987
321,13328539,1042.5013054692263,1036.8963589999998,1,1.0054055030867617
322,13329007,4893.295668532996,4906.934318,1,0.9972205355557802
323,13329108,8000.026512927993,7979.838264999999,-1,1.0025299069050735
324,13330322,5889.769781642937,5863.060595999999,1,1.004555502233963
325,13330600,794.8839308926651,796.1470429999999,-1,0.9984134688203133
326,13330875,7186.522243556173,7117.608889,-1,1.009682093471401
327,13331162,100.00000000000001,98.007959,-1,1.0203252982750106
328,13331695,4964.978627156868,4905.711134,1,1.0120813255281387
329,13331744,2423.639236,2401.204983,-1,1.0093429145611597
330,13333341,5061.525273070995,5037.72693,1,1.0047240240294237
331,13334031,2865.145785536085,2884.0946249999997,1,0.9934298828825997
332,13334104,4547.229764690813,4561.4436049999995,-1,0.9968839162466886
333,13334761,3777.6598741,3788.96119,1,0.9970173049199271
334,13335297,5705.10414587949,5701.166079,-1,1.000690747616351
335,13336383,1150.0,1138.2580349999998,-1,1.010315732144162
336,13336444,3249.3500000000004,3195.302498,-1,1.0169146745993
337,13336683,3796.6185818593594,3740.2553629999998,1,1.015069350455834
338,13337002,4023.4651050231137,4008.3112109999997,1,1.0037806181270374
339,13337826,6500.000000000001,6446.540715,-1,1.0082927088129003
340,13337850,7291.846486190542,7247.2514009999995,1,1.0061533790844333
341,13337902,8244.7996787789,8175.112386999999,-1,1.0085243221719762
342,13338334,6922.482250718114,6858.063117,1,1.0093931963907463
343,13338485,5553.151154343999,5506.778561,-1,1.0084210020123958
344,13338885,608.4130276762216,599.6883419999999,1,1.014548699824853
345,13339168,708.8189186969208,700.0002529999999,1,1.0125980892994346
346,13340252,3946.579080788648,3923.318933,1,1.005928691545569
347,13340536,3906.358393675147,3926.764938,1,0.9948032172419146
348,13340863,5581.211937881913,5591.239257,-1,0.9982066016750163
349,13340948,5187.637152947778,5199.159109,1,0.9977838808525255
350,13341126,1696.3188962901577,1707.055327,-1,0.993710554930454
351,13341248,3310.7322896463716,3307.361439,-1,1.0010191963317414
352,13342248,4995.759014102255,5008.050037999999,1,0.9975457465870982
353,13342583,5960.241270061164,5961.084884,-1,0.9998584797976791
354,13343058,4568.216281322816,4500.916233,-1,1.0149525218508584
355,13343090,4201.158435721086,4141.169312999999,1,1.014486034785578
356,13344016,1672.4843699099333,1653.166536,-1,1.0116853526182998
357,13344554,5285.628562908721,5256.274461,1,1.0055845831732189
358,13345640,6997.560960184882,6934.867448999999,-1,1.0090403330194757
359,13346352,5027.16961480092,4973.562465,1,1.0107784209363337
360,13346368,2859.5922453000003,2860.2564399999997,1,0.9997677849123209
361,13346928,1470.000000829979,1471.858562,-1,0.9987372691792509
362,13348013,3278.4510615808954,3260.902266,-1,1.0053815766770655
363,13348573,2000.0000000000002,1974.5709459999998,-1,1.0128782680873096
364,13349843,40.5956734654256,40.004905,1,1.014767400783119
365,13350934,2407.9215794,2381.393673,1,1.0111396560345192
366,13351863,5752.362129002941,5754.695376,1,0.999594548999624
367,13351882,703.1501673104127,710.0487559999999,1,0.9902843450801184
368,13352266,1150.0,1159.357301,-1,0.9919288894011113
369,13354828,7000.000000000001,6974.8605339999995,-1,1.0036042965844916
370,13356959,5993.897343687517,5969.787252,1,1.00403868524451
371,13358193,5000.0,4981.843645999999,-1,1.0036445049845308
372,13358352,3016.200453827031,3000.0,1,1.0054001512756772
373,13359579,4037.4946493384564,4006.0404759999997,-1,1.0078516863538691
374,13359676,7335.236336575286,7319.297321999999,1,1.002177670051383
375,13359747,4785.730389352366,4787.447102,-1,0.9996414137616441
376,13360312,3562.5950142076103,3522.5376939999996,-1,1.0113717222319127
377,13360735,442.28405790000005,434.75791899999996,-1,1.0173111025034602
378,13361707,5002.091195546125,4954.516473,1,1.0096022937466023
379,13362037,3979.1949583171922,3943.231293,-1,1.0091203540053648
380,13364493,263.9657068175589,260.444308,1,1.0135207363316956
381,13364851,5441.71097175344,5412.770347,1,1.0053467305830703
382,13365817,250.00000000000003,250.226938,-1,0.9990930712663719
383,13365835,744.1089350000001,743.696296,-1,1.000554848803496
384,13365904,3548.0207488986944,3564.3148079999996,1,0.9954285578073144
385,13366181,4105.676164922135,4117.044357,-1,0.9972387491870143
386,13366826,6287.161951851175,6212.760557,-1,1.0119755773892407
387,13367437,7977.011474298321,7909.214739999999,1,1.008571866680449
388,13368347,7997.65175978692,7921.56316,-1,1.009605250662032
389,13368362,4959.663180100001,4896.476836,1,1.012904450733932
390,13368895,5727.957699943496,5741.058285,1,0.9977180888250633
391,13369148,6126.000000000001,6130.5479909999995,-1,0.9992581428272521
392,13369569,6319.247955223059,6332.3729189999995,1,0.9979273229885814
393,13371390,959.893257505323,968.677205,-1,0.9909320179629116
394,13371846,5709.540043668139,5704.705736,-1,1.0008474245459555
395,13372747,3576.818041314723,3527.1861049999998,-1,1.0140712553398776
396,13373339,9080.278443179659,9033.435943,1,1.005185457723421
397,13373613,4203.630126260607,4206.304717,-1,0.9993641471744584
398,13374435,2862.8232953893735,2836.786044,-1,1.0091784332640963
399,13374528,2372.084472001275,2332.641084,-1,1.0169093257731867
400,13375046,9056.141709588068,9000.0,1,1.0062379677320075
401,13375062,1922.5972237343449,1928.0894289999999,-1,0.9971514779433734
402,13375445,111.47000000000001,111.45403599999999,-1,1.000143233933673
403,13375531,3314.847620745013,3333.403886,1,0.9944332382484697
404,13375842,3993.0,4007.3514059999998,-1,0.9964187303418133
405,13376242,3500.0000000000005,3475.664805,-1,1.0070015943323973
406,13376663,7008.23765208339,7001.025766,1,1.0010301184889812
407,13377373,2695.535823958883,2706.546851,-1,0.9959317064705351
408,13377742,6954.630676311122,6888.143174,-1,1.0096524564939484
409,13378078,8056.5402027551,8000.0,1,1.0070675253443875
410,13378361,1899.2507517447802,1900.3253929999998,-1,0.9994344961872434
411,13379516,6730.0,6652.773486,-1,1.01160816825682
412,13379602,2034.9773816052598,2000.0,1,1.01748869080263
413,13380156,5996.8918804071345,5962.239455999999,1,1.0058119813306496
414,13381038,1416.7707899571633,1416.103562,-1,1.0004711717243482
415,13381798,499.457332002726,499.048026,1,1.0008201735732865
416,13381910,99.0520294439367,99.05798999999999,1,0.9999398276094308
417,13382705,3728.422858805777,3750.0,1,0.9942460956815405
418,13383367,1000.0000000000001,1009.0096229999999,-1,0.9910708254959826
419,13383489,7900.000000415107,7868.0449849999995,-1,1.0040613666388574
420,13383754,2114.289855698847,2075.444823,-1,1.0187164853858643
421,13384451,2178.3336795,2140.666046,1,1.0175962213117666
422,13384639,4974.9575856725405,4940.241389,1,1.0070272267970226
423,13384895,4734.064224742382,4697.953019,-1,1.00768658298547
424,13385193,2000.0000000000002,1965.6735449999999,-1,1.0174629480502067
425,13385292,5731.410848245819,5669.307712,1,1.0109542715620052
426,13385664,191.363,190.538905,-1,1.0043250747137442
427,13385986,3699.936761046544,3665.002618,-1,1.00953181939761
428,13386374,6294.949982882609,6264.110165,1,1.0049232559885237
429,13386395,1478.3255463176506,1487.4511989999999,1,0.9938649061639909
430,13386435,1000.0000000000001,1005.876866,-1,0.9941574697672788
431,13386477,8485.041350246262,8420.318648,-1,1.0076864908505136
432,13387135,6777.2218670149505,6716.0483189999995,1,1.0091085628198786
433,13387862,2931.1200000000003,2944.8918679999997,1,0.9953234724338614
434,13387912,2000.0000000000002,2010.144513,-1,0.9949533414466506
435,13387966,4000.0000000000005,3985.900463,-1,1.0035373530099114
436,13388317,3786.1229788726796,3731.5494439999998,-1,1.0146248993056837
437,13388359,5623.006155932634,5562.226731,1,1.010927175009586
