,time,price,total_volume,market_cap
0,1595548800000.0,0.9981108767213246,171028904.61754504,243741692.4233946
1,1595635200000.0,0.998919379796364,157617711.52613565,246220655.8402807
2,1595721600000.0,0.9983787513086548,165431222.48770246,245703659.5539941
3,1595808000000.0,0.9970271478547909,173421981.8071221,251466210.3739432
4,1595894400000.0,0.9976279586449636,185067315.7889979,252159770.56605
5,1595980800000.0,0.9968913072602784,181253026.13266733,252741715.6463405
6,1596067200000.0,0.9986272912010038,165607312.91969463,252796196.237127
7,1596153600000.0,0.9972808097833764,163735864.54125622,250513745.0600105
8,1596240000000.0,0.9986286606186788,184716331.84858283,253432518.7215936
9,1596326400000.0,0.999563448819114,222195228.59480664,256467182.13998604
10,1596412800000.0,1.0010637754299894,203265363.3546653,252247745.068119
11,1596499200000.0,1.0015686864713234,177420107.28415206,252057102.5883635
12,1596585600000.0,0.998925317425232,177356833.45868918,251694482.0825877
13,1596672000000.0,0.9982107510059526,181994005.629626,257265051.87669456
14,1596758400000.0,1.0004850939802026,175146300.47423986,264627757.6064303
15,1596844800000.0,0.9989467575842752,178741774.09716195,261770775.08564857
16,1596931200000.0,0.9999241809836732,159005539.67701033,260609029.5762201
17,1597017600000.0,1.0000399401279412,157088493.1177368,262025278.71926343
18,1597104000000.0,1.0001030714780184,126983665.57017753,255410384.3803157
19,1597190400000.0,1.0002489557384966,162181217.05736542,252317517.4489002
20,1597276800000.0,1.0004195707844763,154169953.76409692,253995908.4913337
21,1597363200000.0,0.998136108674094,176192163.59301865,252759519.4847949
22,1597449600000.0,1.0007601028087798,171148150.88908288,257682675.02967376
23,1597536000000.0,0.9994255635073508,192510760.9735537,257735504.6350281
24,1597622400000.0,1.001032876995846,184780759.19846565,257907466.7320612
25,1597708800000.0,0.996786003836645,192385490.9140131,258629297.5813757
26,1597795200000.0,0.9979071212808908,164407892.74407792,261620123.09772444
27,1597881600000.0,0.9997146987679876,161318556.04092714,254959730.08081824
28,1597968000000.0,1.0007149516518443,135009499.71280012,258645165.2152344
29,1598054400000.0,1.0020874831412203,148269180.8551517,260690448.6702023
30,1598140800000.0,0.999607081488614,135063065.22206637,262148480.62401465
31,1598227200000.0,0.998664191975145,125947020.01739936,263440935.0621349
32,1598313600000.0,0.9995783838924563,128243377.0814387,265386363.50733903
33,1598400000000.0,0.9985725203852872,158029586.97121158,268506910.26664484
34,1598486400000.0,0.9972543635514132,131721461.17121749,265752400.37758347
35,1598572800000.0,0.9993663699459404,139422220.68731597,279434449.32718635
36,1598659200000.0,0.9998253580250104,128189427.5268607,278599169.96204114
37,1598745600000.0,0.99909900773392,122501919.55911694,275840480.7260686
38,1598832000000.0,0.9995133043005532,139415728.90002722,276232322.1222127
39,1598918400000.0,0.9989222807552696,139939676.6837679,268501662.01508045
40,1599004800000.0,0.999746094105558,157115595.10711214,267767768.5163376
41,1599091200000.0,1.0013483795247409,153979813.24565887,271860727.12375784
42,1599177600000.0,0.999220751922903,161482249.47093347,274566455.0831212
43,1599264000000.0,1.0021173003571404,170080082.50520137,290572091.98070186
44,1599350400000.0,1.0076370204896254,175479484.09284344,288547385.0909348
45,1599436800000.0,1.0040128235519656,143735405.33587322,297018004.4136098
46,1599523200000.0,0.9991877107635286,128949453.4968682,294521647.3007605
47,1599609600000.0,1.0034183652440325,163201000.26685575,284986228.9506227
48,1599696000000.0,0.9981847238339407,139159172.00416347,286548896.72774065
49,1599782400000.0,1.0001619628261722,318946252.74317425,284992101.6473289
50,1599868800000.0,0.9993937133238084,126166467.366045,290369422.56189376
51,1599955200000.0,1.003486327085972,145942126.79602918,296470640.5938464
52,1600041600000.0,0.9996593886019544,140808563.48126677,296414372.2550838
53,1600128000000.0,1.0003496503553762,144758382.96969095,292640756.21121526
54,1600214400000.0,1.000613742405353,154613815.15291324,284750434.8073786
55,1600300800000.0,1.001260870649184,133999140.94012032,284429941.73343045
56,1600387200000.0,0.998621043122082,155262458.1475652,290458463.56521475
57,1600473600000.0,1.001599028352235,145252078.16860682,314017079.7440079
58,1600560000000.0,1.0001417559553816,127707152.72698778,315847398.4969714
59,1600646400000.0,1.0005645636875822,138608404.53750005,318085696.20162874
60,1600732800000.0,0.9973735904158124,171476708.76933503,319329711.77702147
61,1600819200000.0,1.0010960113147709,135578972.9275259,323300701.5510346
62,1600905600000.0,0.9988000150467656,178253790.10390833,321927406.8595207
63,1600992000000.0,1.000903625049314,145031682.9907061,316045885.9718346
64,1601078400000.0,1.0005924704838278,140228873.82042536,312634474.30743504
65,1601164800000.0,1.0005256974973322,125012705.71425594,314607591.4973061
66,1601251200000.0,1.0006163337255645,117900327.88687892,309343633.14613616
67,1601337600000.0,1.001845937123525,126624713.05165492,290014843.77762985
68,1601424000000.0,1.0010148662958418,140124263.62461329,292016055.16082686
69,1601510400000.0,0.9996386126442748,136758609.94522488,293674658.8818865
70,1601596800000.0,1.002379187059164,141933552.59064066,297231329.45209163
71,1601683200000.0,1.0013676170585988,121740992.77083267,297101529.0953141
72,1601769600000.0,0.9998216848022556,113057008.59729408,294940734.5309131
73,1601856000000.0,1.001355726658467,124667979.24817522,297629651.45183
74,1601942400000.0,1.001024879497017,117801885.50653192,295818674.4117995
75,1602028800000.0,1.001020332470964,158085939.854473,297188387.8496559
76,1602115200000.0,1.000119818410134,127288969.17507093,293496850.391287
77,1602201600000.0,1.0002181627910998,128197888.56974769,297031680.58679247
78,1602288000000.0,0.9991101640121548,128377425.43794966,310138181.6080829
79,1602374400000.0,0.9987798983375836,123075104.9053628,310926284.8208126
