,time,price,total_volume,market_cap
0,1602115200000.0,1.0166563033091591,91.22302979700952,404724.9216573445
1,1602201600000.0,0.9974620050131292,800.1389122264145,417315.0904561542
2,1602288000000.0,1.0347806984012755,1062.75275761688,436402.40879036265
3,1602374400000.0,1.0334521341220684,10707.364986225535,425024.56830874574
4,1602460800000.0,0.9850603019613016,10043.978730865843,437071.61214755534
5,1602547200000.0,1.0094472862097124,354.77582153474344,446313.4174391743
6,1602633600000.0,1.011043019736656,312.4597251708456,478609.6830023281
7,1602720000000.0,1.0016815557756815,1820.863103962147,472368.5183673112
8,1602806400000.0,0.99742561069599,55.2008138962676,480278.5689469291
9,1602892800000.0,0.9912702131010032,28868.663213144708,531226.6632230259
10,1602979200000.0,0.999655708805914,22413.898565159925,538355.3562507747
11,1603065600000.0,0.9989541188895008,40439.489664016175,538363.2905864771
12,1603152000000.0,1.0013655456266597,42595.00098819657,543955.9572534636
13,1603238400000.0,1.0017823196959623,25216.45854281066,545240.0875221326
14,1603324800000.0,0.9957996837145644,49352.60679604994,569397.0832125068
15,1603411200000.0,0.9973519594949156,44104.779537733855,565482.0410893388
16,1603497600000.0,1.001019277152524,33116.65661702047,566162.2968299696
17,1603584000000.0,0.9976723888377824,48036.32924671709,564872.5064466321
18,1603670400000.0,0.9961246185725134,28317.232982008267,562812.8063670242
19,1603756800000.0,1.0006422082493869,45679.45250689919,574927.2415495194
20,1603843200000.0,1.0024664449339966,31114.338213527644,578070.3340143401
21,1603929600000.0,0.9967603191390711,48083.30827130036,657284.1930537497
22,1604016000000.0,0.998158609343869,47070.15009845458,768353.6708483006
23,1604102400000.0,0.9956128307342688,56261.23497163276,859244.2018058342
24,1604188800000.0,0.9955165365085054,48112.20855506394,858497.5084871495
25,1604275200000.0,0.9955831304640028,36558.54613958453,856523.2729200623
26,1604361600000.0,0.9974766536461848,47038.0698705684,864993.0589153989
27,1604448000000.0,0.9954658802093824,40175.17098861004,880600.7510208408
28,1604534400000.0,1.0002327587365163,50107.11043581098,944722.6027406456
29,1604620800000.0,0.9999223479148028,43229.021044685,1042743.9644071836
30,1604707200000.0,0.9851029671774614,16560.170651481647,1036940.3512384736
31,1604793600000.0,0.9901121859047096,22288.988461649144,1062830.1231261443
32,1604880000000.0,0.992562198180961,21481.492597051616,1064374.8894187366
33,1604966400000.0,1.004155857958893,5478.490728331538,1147221.7740339455
34,1605052800000.0,1.0071648542412448,91951.4458813267,1398464.4225336525
35,1605139200000.0,0.9968258232633456,50922.06252659815,2531674.210767264
36,1605225600000.0,0.9959190129087898,39285.02712473076,2780377.9364752155
37,1605312000000.0,1.00967392341345,41725.08054783703,3773815.9420392313
38,1605398400000.0,1.0004026463790907,30709.10108828062,4710623.707920684
39,1605484800000.0,1.006813883388198,30626.906401164542,5398817.1679719705
40,1605571200000.0,0.9965885316782348,30282.48248664563,6989805.728633017
41,1605657600000.0,0.1455375454891724,0.0,2927610.9681706363
42,1605744000000.0,0.1455375454891724,0.0,2927610.9681706363
43,1605830400000.0,0.1455375454891724,0.0,2927610.9681706363
44,1605916800000.0,0.1455375454891724,0.0,2927610.9681706363
45,1606003200000.0,0.1455375454891724,0.0,2927610.9681706363
46,1606089600000.0,0.1455375454891724,0.0,2927610.9681706363
47,1606176000000.0,0.1455375454891724,0.0,2927610.9681706363
48,1606262400000.0,0.1455375454891724,0.0,2927610.9681706363
49,1606348800000.0,0.1455375454891724,0.0,2927610.9681706363
50,1606435200000.0,0.1455375454891724,0.0,2927610.9681706363
51,1606521600000.0,0.1455375454891724,0.0,2927610.9681706363
52,1606608000000.0,0.1455375454891724,0.0,2927610.9681706363
53,1606694400000.0,0.1455375454891724,0.0,2927610.9681706363
54,1606780800000.0,0.1455375454891724,0.0,2927610.9681706363
55,1606867200000.0,0.1455375454891724,0.0,2927610.9681706363
56,1606953600000.0,0.1455375454891724,0.0,2927610.9681706363
57,1607040000000.0,0.1455375454891724,0.0,2927610.9681706363
58,1607126400000.0,0.1455375454891724,0.0,2927610.9681706363
59,1607212800000.0,0.1455375454891724,0.0,2927610.9681706363
60,1607299200000.0,0.1455375454891724,0.0,2927610.9681706363
61,1607385600000.0,0.1455375454891724,0.0,2927610.9681706363
62,1607472000000.0,0.1455375454891724,0.0,2927610.9681706363
63,1607558400000.0,0.1455375454891724,0.0,2927610.9681706363
64,1607644800000.0,0.1455375454891724,0.0,2927610.9681706363
65,1607731200000.0,0.1455375454891724,0.0,2927610.9681706363
66,1607817600000.0,0.1455375454891724,0.0,2927610.9681706363
67,1607904000000.0,0.1455375454891724,0.0,2927610.9681706363
68,1607990400000.0,0.1455375454891724,0.0,2927610.9681706363
69,1608076800000.0,0.1455375454891724,0.0,2927610.9681706363
70,1608163200000.0,0.1455375454891724,0.0,2927610.9681706363
71,1608249600000.0,0.1455375454891724,0.0,2927610.9681706363
72,1608336000000.0,0.1455375454891724,0.0,2927610.9681706363
73,1608508800000.0,0.1455375454891724,0.0,2927610.9681706363
74,1608595200000.0,0.1455375454891724,0.0,2927610.9681706363
75,1608681600000.0,0.1455375454891724,0.0,2927610.9681706363
76,1608768000000.0,0.1455375454891724,0.0,2927610.9681706363
77,1608854400000.0,0.1455375454891724,0.0,2927610.9681706363
78,1608940800000.0,0.1455375454891724,0.0,2927610.9681706363
79,1609027200000.0,0.1455375454891724,0.0,2927610.9681706363
80,1609113600000.0,0.1455375454891724,0.0,2927610.9681706363
81,1609200000000.0,0.1455375454891724,0.0,2927610.9681706363
82,1609286400000.0,0.1455375454891724,0.0,2927610.9681706363
