,price,total_volume,market_cap,time
63,0.9981171836273766,3785922.629813819,101039878.17259072,1607040000000.0
64,1.0011035146647211,6091615.591153647,104252289.95108606,1607126400000.0
65,1.0047687530326463,5123501.760788875,107833483.86118312,1607212800000.0
66,1.0151129424108083,4387988.746012827,111579186.6581186,1607299200000.0
67,1.0079328484584344,3532472.627228714,118292291.48776764,1607385600000.0
68,1.0029242337460895,5456740.329453045,125312764.1455783,1607472000000.0
69,0.9953800679478356,8259403.3167512175,124170953.87325203,1607558400000.0
70,0.993045377399546,8339329.72732896,130420098.30392976,1607644800000.0
71,0.99741067247472,17954402.56590161,143014466.5981129,1607731200000.0
72,1.000180897771039,4971472.191571207,143343275.98570555,1607817600000.0
73,0.9961731264971588,3376398.918749946,142780511.84238604,1607904000000.0
74,1.0059596821377113,3487930.3413625485,144128190.4063731,1607990400000.0
75,0.9988278184734848,2115834.4570763097,143040622.6267041,1608076800000.0
76,1.0093151070566826,7487752.632305254,147470739.55742067,1608163200000.0
77,1.001259546746764,18558562.863714658,148668215.98190826,1608249600000.0
78,1.0091655989466053,9791738.936143495,151358105.57348692,1608336000000.0
79,0.9976666039461148,6450407.4304957045,150103233.93515253,1608422400000.0
80,0.9982526696168416,5220991.048199803,150028628.70895362,1608508800000.0
81,1.0046451132277512,12487610.021268545,153241994.12258014,1608595200000.0
82,1.004933976865827,15358889.173275338,153266407.6956432,1608681600000.0
83,1.000233764595413,19269347.882488884,157942086.09512103,1608768000000.0
84,1.0024030968131918,14203674.993479362,163744863.07456258,1608854400000.0
85,1.0230986688394514,10825865.2854996,167668179.25666434,1608940800000.0
86,0.998203516548,7668266.808784191,163180749.7288824,1609027200000.0
87,0.9931194504245006,18308557.52053478,163775222.60236382,1609113600000.0
88,1.0046007740957072,18364523.28162056,167355203.2252124,1609200000000.0
89,1.0084112775797318,20694947.272897214,174392497.0791527,1609286400000.0
90,1.0076316064463433,12104511.14946766,182459746.6672349,1609372800000.0
91,0.996016611070052,7616741.998944425,180996653.06431344,1609459200000.0
92,1.0039285627076275,3538766.709830173,182695620.4016457,1609545600000.0
93,1.0052493735215131,6126694.861501624,182264240.4372231,1609632000000.0
94,0.9809307242924163,8564947.924914267,182908574.12520623,1609718400000.0
95,0.9931721216422018,19709030.3074799,182776687.42729545,1609804800000.0
96,1.0040692116884558,9316476.43471709,186343478.79834616,1609891200000.0
97,1.01877743384934,4569695.233799178,188718319.31735367,1609977600000.0
98,1.0054498739809496,21327084.786413874,184737917.92197707,1610064000000.0
99,1.0129743006357996,20028034.889370825,187409432.87561995,1610150400000.0
100,0.996195729978062,11990913.474486085,184841885.5772077,1610236800000.0
101,1.003249334304509,17291005.229029033,186328684.8729249,1610323200000.0
102,1.0144884065313862,41000031.43170378,187675578.8796392,1610409600000.0
103,1.008017606591484,29696748.7186236,195438405.00982213,1610496000000.0
104,0.9907653743674548,23325382.301980287,191936818.23209703,1610582400000.0
105,1.0168648528568156,21628711.40451591,196616421.956658,1610668800000.0
106,1.0058160559456513,15400962.238541037,195927504.6489665,1610755200000.0
107,1.0067385198863223,12329756.44281503,195924960.9501921,1610841600000.0
108,0.977343060054823,8190297.6903367005,189913267.4742558,1610928000000.0
109,1.0117714909480973,11745230.179774834,196732008.32559115,1611014400000.0
110,1.0010745615155834,22810950.006319348,194769589.52360147,1611100800000.0
111,1.01711214088409,19660767.187361125,200790260.648843,1611187200000.0
112,0.997434084201809,25625774.957889248,205668542.17555267,1611273600000.0
113,1.0077678715627894,47193100.82254188,214725090.5696917,1611360000000.0
114,1.010425937669945,23718893.49652681,224052092.07177,1611446400000.0
115,1.0005875438614171,12881518.36726956,223650264.2284504,1611532800000.0
116,0.9994884563935862,33488992.25388668,247574810.6886,1611619200000.0
117,1.0122012295361396,55533792.46806938,252884503.8073285,1611705600000.0
118,0.9999440869032376,49975049.87733584,257329635.9134274,1611792000000.0
119,1.0148893921596354,81516214.52915545,262359412.01548344,1611878400000.0
120,1.0198604335603518,60781487.40553502,266350104.05521253,1611964800000.0
121,1.028497001645067,37618317.78504373,268897724.4496784,1612051200000.0
122,1.0391620960796613,55874462.22268496,271155215.634817,1612137600000.0
123,1.0277952671921853,81143598.69269878,267992239.6573226,1612224000000.0
124,1.0282992792672208,95156212.10710724,268915556.92887783,1612310400000.0
125,1.012545844805867,95106100.04483908,263074628.1558545,1612396800000.0
126,0.995516445933945,60080030.6134051,259223161.2364764,1612483200000.0
127,1.017663034689232,64695788.00802616,263390001.3388629,1612569600000.0
128,1.0026615491335205,49969420.42218862,260286059.3248464,1612656000000.0
129,1.0233170255312265,34458095.18577692,265615500.7003446,1612742400000.0
130,1.022604578493692,133376936.20193656,273647825.97216153,1612828800000.0
131,1.009627513801234,110261059.6910574,289765659.7391986,1612915200000.0
132,1.0040556727538783,72555486.96635358,306966763.4330636,1613001600000.0
133,0.9975753897304794,42336383.97581489,331462870.8974912,1613088000000.0
134,1.0041697631274638,61517468.0254629,365122479.8682848,1613174400000.0
135,0.9959566077668176,36684906.10864539,396505375.0777917,1613260800000.0
136,0.9985595623851764,35655808.083156124,422549668.5102651,1613347200000.0
137,0.989219922127099,47493977.06904282,438016348.888616,1613433600000.0
138,0.999851076067216,79019540.31126769,461443490.5075932,1613520000000.0
139,1.0011648504447883,65800875.094185375,484715025.97421706,1613606400000.0
140,1.0028592322839545,62215488.03636912,501750520.4494404,1613692800000.0
141,1.0107289649879936,48885597.49654931,521546592.4319556,1613779200000.0
142,1.007130772856911,104985591.6856227,538886197.6212016,1613865600000.0
143,1.0053595542393907,72916914.4341153,560260122.31005,1613952000000.0
144,1.009002727015046,123241401.93446368,586177310.8680123,1614038400000.0
145,1.0088888683677004,136348403.05441022,591479770.1906992,1614124800000.0
146,1.0070380926577394,80689703.39605024,609048879.2648288,1614211200000.0
147,0.9950611052440456,76535442.41866463,628633240.8787793,1614297600000.0
148,1.0036771935441595,65499187.3312114,656411129.5629932,1614384000000.0
149,1.0011104481818718,32388020.83085493,674569399.9735565,1614470400000.0
150,0.9957140048273182,43765048.693056926,692211929.4620826,1614556800000.0
151,1.0036888748902373,64188584.73769203,707076386.7935135,1614643200000.0
152,1.019717832012135,54977742.13135809,719032690.7010751,1614729600000.0
153,0.9978871326888702,75532962.68098511,725186555.2278433,1614816000000.0
154,0.9999183532955076,84685182.3414823,748242160.1630607,1614902400000.0
155,1.0057245168718998,94549665.83721542,766350468.8413402,1614988800000.0
156,1.0034329807401352,55196314.23356404,774838573.474066,1615075200000.0
157,1.0069360126580735,47014449.65819404,786020202.253029,1615161600000.0
158,1.0122736897699784,84007341.04226242,805533802.8122618,1615248000000.0
159,1.0031314193407248,106565772.18044926,832898278.9219853,1615334400000.0
160,1.0005741800783088,97164110.99378748,866999030.7469753,1615420800000.0
161,1.0024448544849986,64043434.95978266,904563978.7686276,1615507200000.0
162,1.008979372784807,104690827.11107808,961849044.299028,1615593600000.0
163,1.0117088361166338,63555029.46287564,1006013913.6777875,1615680000000.0
164,0.994136916652032,73272678.80418779,1026406078.151378,1615766400000.0
165,0.9953351909306494,130732151.4315248,1065669555.740818,1615852800000.0
166,1.0152930772163415,160638478.71961603,1136234636.9097028,1615939200000.0
167,1.0067289251115088,232044410.01230896,1189864975.526729,1616025600000.0
168,1.0038473052464951,96133151.15256508,1246903328.7162304,1616112000000.0
169,1.0052370470860037,152520214.07471552,1284421583.8244777,1616198400000.0
170,0.997084096715132,45612709.30470856,1303211668.206262,1616284800000.0
171,0.9987340946507072,66466488.89661551,1335453603.0558825,1616371200000.0
172,0.999084601042436,100565582.31396534,1368166973.950042,1616457600000.0
173,1.003683566348916,103555800.02205908,1397152653.3132808,1616544000000.0
174,1.0046305125264232,110643917.79603171,1423201063.9326618,1616630400000.0
175,1.0011906519032074,93935630.21336636,1438220373.214821,1616716800000.0
176,1.0068449898698792,106690271.1246947,1486848213.0369298,1616803200000.0
177,0.9980099765279148,45584084.789015576,1512990094.512172,1616889600000.0
178,1.018760951601004,51838115.44224399,1582514891.7366517,1616976000000.0
179,1.0003594428713174,129481634.626162,1578659512.7433555,1617062400000.0
180,1.003942394382607,82513813.88576621,1599916247.1151218,1617148800000.0
181,0.9990385324057528,77028359.09625617,1621615752.3003802,1617235200000.0
182,0.9992655749704245,76712237.94663472,1648440935.8419025,1617321600000.0
183,0.9971018132710416,61624680.50830105,1667896334.8550436,1617408000000.0
184,1.00038983643046,48811367.66557647,1672554747.775079,1617494400000.0
185,1.0020281769306416,30498332.14840361,1682924321.966306,1617580800000.0
186,0.9989313041304216,73159437.87720045,1688553144.3843677,1617667200000.0
187,1.000238946708878,76565510.5078099,1706524797.711688,1617753600000.0
188,0.9918775039811644,89598908.94278988,1706888332.587069,1617840000000.0
189,1.005043785211813,72112571.58570476,1733893093.9347548,1617926400000.0
190,1.0031079188590315,165179191.46512464,1742430630.0619776,1618012800000.0
191,1.0115074726079747,77091628.25641917,1759890255.139928,1618099200000.0
192,0.9994560393503004,51917393.18586171,1749622790.5247145,1618185600000.0
193,0.9974473354676574,123853689.58425692,1755775137.5095448,1618272000000.0
194,1.004731222400045,94278031.7097459,1781026833.6388853,1618358400000.0
195,0.9983509662687852,60145843.04104653,1776099438.2789168,1618444800000.0
196,0.9989349462696744,44480823.456552826,1782877757.274305,1618531200000.0
197,1.0064880495809962,61835921.00958279,1818748632.539731,1618617600000.0
198,0.996770454683844,69402654.09536216,1788020223.466444,1618704000000.0
199,0.9985704327001432,118883280.1551691,1809085957.466611,1618790400000.0
200,0.9952961541024264,263957001.82338008,1810300748.517923,1618876800000.0
201,1.000434063454507,107956733.31568108,1832654233.917916,1618963200000.0
202,1.0056599149889935,103121705.69609828,1846520540.30154,1619049600000.0
203,1.0063481092717592,121465285.84198187,1869361952.5231216,1619136000000.0
204,1.0020876094925013,123344686.14669643,1878694162.5031428,1619222400000.0
205,0.9907171736527072,62378421.34123803,1850753698.8411524,1619308800000.0
206,1.0040118627859675,85004806.91798984,1876765684.5001824,1619395200000.0
207,1.002096217985076,126001099.21246617,1888102953.88826,1619481600000.0
208,1.0024216017076857,131527098.0310216,1925324170.885994,1619568000000.0
209,1.0015290082348842,94848926.54631896,1937346783.5145152,1619654400000.0
210,1.0198266498259425,80885944.11870131,1990811954.182599,1619740800000.0
211,1.0046775055596393,97910023.30353025,2000446047.312245,1619827200000.0
212,1.004839854609693,43969572.76256199,1983076788.336593,1619913600000.0
213,0.9957789354095165,47239490.13185823,1963935354.0374453,1620000000000.0
214,1.0050054276218665,135669934.75493738,1992533309.4942696,1620086400000.0
215,0.9959020021312268,228130546.2231888,1979856496.5434928,1620172800000.0
216,1.0051505789333313,114113247.77773032,2010279975.259023,1620259200000.0
217,1.0023622367729976,131873865.49828584,2026281048.1093383,1620345600000.0
218,1.0033312874047573,78463577.47405726,2045481813.747506,1620432000000.0
219,0.9976074586935434,37773078.82307234,2039881802.6188552,1620518400000.0
220,1.005675631100125,75192955.16495804,2064582683.903133,1620604800000.0
221,0.9999634010498084,128574040.7262972,2059129166.3812675,1620691200000.0
222,1.004633237011697,142278206.35752153,2069932398.5823472,1620777600000.0
223,0.9862356158763212,118064497.86373898,2106678399.0879111,1620864000000.0
224,1.0069576515353953,175978098.55618355,2095362683.7291727,1620950400000.0
225,1.0039025462446478,97709875.4585474,2103571316.5698533,1621036800000.0
226,0.9996630177789508,61260159.77916842,2071971554.139456,1621123200000.0
227,1.0069593455183126,97172056.83738016,2092306172.4000733,1621209600000.0
228,0.997523129362706,148231121.9414993,2100838021.390868,1621296000000.0
229,0.9964279405120012,121638210.45755178,2101187789.0118551,1621382400000.0
230,0.984733556740606,271391586.1187219,2083366101.7783933,1621468800000.0
231,0.9794750939232107,183633656.3681364,2075509536.069178,1621555200000.0
232,0.9706530409362089,229608544.0738295,2038906735.427288,1621641600000.0
233,0.9797735548509758,261691436.24030507,2054588720.9289715,1621728000000.0
234,0.962106677657781,329449220.50804275,1977566229.2865,1621814400000.0
235,0.9659590736221868,290491945.4652564,1956466938.0267136,1621900800000.0
236,0.9886532840169898,185885578.4067098,1972245124.88476,1621987200000.0
237,0.9998302231892724,158420171.03155363,1987543577.9722104,1622073600000.0
238,0.9927394625756016,119700338.54180925,1959358866.056187,1622160000000.0
239,1.002739881126852,134148968.20836458,1973782017.303573,1622246400000.0
240,1.002000883036542,47961902.67223872,1971208637.6313727,1622332800000.0
241,0.9951005237875308,40155777.48652286,1946225595.950554,1622419200000.0
242,1.0017909539760903,49395115.60798348,1955588033.9018176,1622505600000.0
243,1.0021530501328917,66100727.38914329,1953179251.2542348,1622592000000.0
244,0.9997432559858834,54323230.92458922,1940930267.6310933,1622678400000.0
245,1.006541176703747,68709319.87016498,1945661912.4693327,1622764800000.0
246,0.9997121609590782,91444184.86255433,1927879787.140043,1622851200000.0
247,1.0009137766049534,37937902.03979759,1926330756.1184528,1622937600000.0
248,1.0000921719718432,18229303.98819654,1917365116.601098,1623024000000.0
249,0.9951210144279248,50915185.87844522,1900296376.8143487,1623110400000.0
250,1.001818762351284,63661749.78849742,1914174197.7585056,1623196800000.0
251,1.0093745670969116,48293397.80794462,1924208253.5232253,1623283200000.0
252,0.9971272097129172,49091300.8992756,1902551016.8717644,1623369600000.0
253,0.9987792739055356,41518187.369873,1893962342.0718727,1623456000000.0
254,0.9977582174614394,31308064.22434424,1908764285.5695724,1623542400000.0
255,1.0050065723798418,43764610.24580956,1907257652.88024,1623628800000.0
256,1.0056211428039272,62960047.26954938,1911996616.005479,1623715200000.0
257,1.0030163407849502,49042968.83969441,1911393730.3682623,1623801600000.0
258,0.9996550080494389,57585508.33916254,1903095521.5016391,1623888000000.0
259,1.004558581134787,120662484.96543244,1905173470.320112,1623974400000.0
260,0.998630969542624,211911279.6340361,1912009293.0093267,1624060800000.0
261,1.0018616338074957,39478704.388521925,1919250506.2826104,1624147200000.0
